cik,cusip6,cusip9
0000075488,694308,694308883
0000075527,694232,694232100
0000075527,694232,694232109
0000075594,695114,69511465
0000075594,695114,695114678
0000075608,694806,694806100
0000075644,989917,989917101
0000075659,588056,588056101
0000075659,872625,872625108
0000075681,704227,704227107
0000075929,698304,698304201
0000076267,700416,700416201
0000076267,700416,700416209
0000076282,700677,700677101
0000076321,12802T,12802T101
0000076321,701081,701081101
0000076954,705514,705514107
0000077159,707882,707882106
0000077159,70788V,70788V102
0000077159,70788V,70788V300
0000077320,709903,709903108
0000077360,709631,709631105
0000077360,H6169Q,H6169Q108
0000077449,713278,713278109
0000077449,854231,854231107
0000077543,713839,713839101
0000077551,714041,714041101
0000077597,847220,847220209
0000077628,714611,71461110
0000077776,693320,693320101
0000077776,693320,693320202
0000077776,P69332,P69332020
0000077877,69327R,69327R101
0000077943,716723,716723101
0000078003,717081,717081103
0000078066,169656,169656105
0000078066,717265,717265102
0000078100,693304,693304800
0000078128,03836W,03836W103
0000078128,29670G,29670G102
0000078214,755111,755111408
0000078239,718592,718592101
0000078239,718592,718592108
0000078369,719431,71943110
0000078384,554152,554152101
0000078460,720186,720186105
0000078536,893767,893767103
0000078749,723877,723877106
0000078778,913708,913708103
0000078814,724479,724479100
0000078890,725701,725701100
0000078890,725701,725701101
0000078890,725701,725701205
0000078890,725701,725701882
0000078966,577723,577723109
0000078966,638560,638560102
0000079114,728117,728117301
0000079166,729093,729093100
0000079209,729416,729416101
0000079209,729416,729416107
0000079282,115236,115236101
0000079326,151313,151313101
0000079326,731095,731095101
0000079326,731095,731095105
0000079424,731178,731178510
0000079424,737185,737185101
0000079511,732852,732852101
0000079677,737407,737407106
0000079716,737630,737630103
0000079732,737679,737679811
0000079879,693506,693506100
0000079879,693506,693506107
0000079920,739732,739732101
0000079958,740189,740189101
0000079958,740189,740189105
0000080035,740444,740444104
0000080124,740884,740884101
0000080172,637215,637215104
0000080255,68750P,68750P103
0000080255,750857,750857104
0000080285,20557T,20557T101
0000080293,741917,741917108
0000080630,743209,743209108
0000080661,654885,654885102
0000080661,743315,743315103
0000080737,743445,743445108
0000080816,745999,745999102
0000080816,745999,745999110
0000081023,744499,744499100
0000081023,744499,744499104
0000081023,744991,74499104
0000081050,744627,744627100
0000081050,744635,744635101
0000081100,745310,745310102
0000081112,745553,745553107
0000081199,746299,746299106
0000081301,747142,747142101
0000081362,747316,747316107
0000081381,747410,747410108
0000081465,748193,748193201
0000081870,020040,020040101
0000081870,751277,751277302
0000082035,752805,752805101
0000082166,754212,75421210
0000082166,754212,754212101
0000082166,754212,754212108
0000082206,754603,754603108
0000082329,755281,755281888
0000082536,756268,756268108
0000082666,757642,757642101
0000082811,758750,758750103
0000083194,760280,76028010
0000083226,760473,760473101
0000083246,760719,760719100
0000083246,760719,760719104
0000083402,761195,761195205
0000083490,559774,559774104
0000083490,599774,599774104
0000083573,76168R,76168R108
0000083588,761695,761695105
0000083612,74960K,74960K884
0000083612,7618K1,7618K105
0000084129,767754,767754100
0000084129,767754,767754101
0000084129,767754,767754104
0000084244,775741,775741101
0000084246,749607,749607107
0000084278,769841,769841107
0000084290,770196,770196101
0000084290,770196,770196103
0000084557,74956K,74956K104
0000084557,771367,771367109
0000084567,35906P,35906P105
0000084581,722632,722632105
0000084581,772632,772632105
0000084636,773903,773903109
0000084636,774347,774347108
0000084636,774347,774347405
0000084748,775133,775133101
0000084792,260543,260543103
0000084792,775371,775371100
0000084792,775371,775371107
0000084801,775422,775422100
0000084801,775422,775422108
0000085388,053469,053469102
0000085388,411465,411465107
0000085388,779273,779273101
0000085408,779382,779382100
0000085408,779382,779382101
0000085408,G7665A,G7665A101
0000085462,780076,780076105
0000085535,708287,708287108
0000085535,780287,780287108
0000085704,781258,781258101
0000085704,781258,781258108
0000085812,782352,782352108
0000085961,783549,783549108
0000085973,783759,783759103
0000085974,782999,782999106
0000085974,783764,783764031
0000085974,783764,783764103
0000086104,786429,786429100
0000086115,786449,786449108
0000086115,786449,786449207
0000086135,786484,786484101
0000086135,78648R,78648R203
0000086144,786514,786514201
0000086144,786514,786514208
0000086312,792860,792860100
0000086312,792860,792860101
0000086312,792860,792860108
0000086312,89417E,89417E109
0000086772,802012,802012101
0000086772,802012,802012104
0000086772,80218K,80218K105
0000087050,64051M,64051M402
0000087050,783873,783873201
0000087086,805894,805894102
0000087347,806857,806857108
0000087565,808194,808194104
0000087777,808655,808655104
0000087822,808796,808796106
0000088000,020772,020772109
0000088095,811371,811371707
0000088205,784635,784635104
0000088296,812744,812744100
0000088547,814341,814341103
0000088790,46121H,46121H109
0000088941,486605,486605108
0000088941,816850,816850101
0000088948,817070,817070105
0000088948,817070,817070501
0000088974,817265,817265101
0000089121,817648,817648108
0000089415,819486,819486101
0000089439,624756,624756102
0000089498,820286,820286102
0000089615,822440,822440103
0000089800,824348,824348100
0000089800,824348,824348106
0000089872,59501B,59501B105
0000089902,825039,825039100
0000089966,825390,825390101
0000090045,784255,784255101
0000090057,825791,825791106
0000090168,826546,826546103
0000090185,826552,826552101
0000090721,284739,284739109
0000090721,715709,715709200
0000090721,74435P,74435P104
0000090896,419596,419596101
0000090896,830830,830830105
0000091142,831865,831865201
0000091142,831865,831865209
0000091388,832248,832248101
0000091419,832696,83269613
0000091419,832696,832696207
0000091419,832696,832696405
0000091440,833034,833034101
0000091576,493267,493267108
0000091668,045354,045354107
0000091668,834256,834256301
0000091767,835495,835495102
0000091928,838518,838518108
0000091928,838518,838518306
0000092103,842400,842400780
0000092122,842587,842587107
0000092236,835415,835415100
0000092286,03748R,03748R101
0000092339,195493,195493309
0000092380,844741,844741108
0000092472,845331,84533110
0000092679,847235,847235
0000092679,847235,847235108
0000092769,847615,847615101
0000093284,61745P,61745P874
0000093314,928661,928661107
0000093319,853258,853258101
0000093384,853626,853626109
0000093389,853666,853666105
0000093397,031905,031905102
0000093410,166751,166751100
0000093410,166751,166751107
0000093410,166764,166764100
0000093444,784626,784626103
0000093448,853836,85383610
0000093451,859158,859158107
0000093542,854425,854425101
0000093556,854502,854502101
93736,639089,639089101
93751,189464,189464100
93751,50050N,50050N103
93751,589433,589433101
93751,636180,636180101
93751,74587V,74587V107
93751,857473,857473102
93751,857477,857477103
93751,879433,879433829
93751,92686J,92686J106
93751,966387,966387409
93859,08986R,08986R101
93859,20854R,20854R105
94049,858586,858586100
94049,858586,858586209
94056,02364L,02364L109
94136,859281,859281107
94328,860342,860342104
94344,860372,860372101
94538,86126T,86126T103
94538,86126T,86126T201
94538,86126T,86126T203
94601,861572,86157210
94601,861572,861572101
94610,861589,861589101
94673,862111,862111200
94784,100843,100843408
94784,803893,803893106
94845,52736R,52736R10
94845,52736R,52736R102
94855,863200,863200101
94887,863314,863314100
94997,863871,86387150
95029,034164,034164103
95029,864159,864159108
95052,357658,357658103
95304,866762,86676210
95304,866762,866762100
95304,866762,866762107
95304,86764P,86764P109
95395,867323,867323100
95395,867323,867323107
95521,868536,868536103
95521,868536,86853630
95552,868168,868168105
95552,887100,887100105
95574,868358,868358102
95574,868358,868358902
95676,586958,586958103
95953,871565,871565107
96021,871829,871829107
96116,873197,873197107
96223,527288,527288104
96238,874687,874687106
96287,097924,097924104
96287,68388R,68388R208
96287,979241,979241041
96289,750438,750438101
96289,750438,750438103
96289,875382,875382100
96289,875382,875382103
96412,876553,876553306
96638,007942,007942101
96638,007942,007942105
96638,007942,007942204
96664,878249,878249101
96669,878308,878308101
96763,74586W,74586W106
96763,878555,878555101
96793,86737U,86737U102
96831,878895,878895101
96831,878895,878895200
96864,879075,879075109
96869,879080,879080109
96919,872623,872623101
96943,879369,879369106
96966,879433,879433101
97134,880345,880345103
97210,880770,880770101
97210,880770,880770102
97216,880779,880779103
97472,882491,882491103
97483,718913,718913201
97517,882610,882610108
97561,882848,882848100
97561,882848,882848104
97579,882895,882895101
97854,884315,88431502
97854,884315,884315102
97931,884569,884569104
97931,884569,884569204
98222,886423,886423102
98222,88642R,88642R
98222,88642R,88642R109
98246,886547,886547108
98362,887389,887389104
98362,887389,88738951
98618,011612,011612603
98677,890516,890516107
98720,891050,891050
98720,891050,891050106
98783,891508,891508101
99070,893526,893526101
99106,893247,893247106
99197,068313,068313105
99197,302130,302130109
99231,893532,893532101
99302,893529,893529107
99359,106764,106764103
99359,893889,893889101
99359,893889,893889105
99780,896522,896522109
99830,896750,896750106
99830,907511,907511011
99982,741004,74100410
99982,816119,816119101
100122,898813,898813704
100378,901476,901476101
100441,902124,902124101
100441,H89128,H89128104
100493,902494,902494103
100517,902549,902549500
100517,902549,902549807
100517,910047,910047109
100591,04010E,04010E109
100625,826400,826400103
100712,743080,743080103
100716,904607,904607108
100726,904677,904677101
100726,904677,904677200
100783,905530,905530101
100817,906072,906072103
100826,906548,906548508
100826,906548,906548607
100826,906548,906548771
100826,906548,906548821
100893,908068,90806810
100893,908068,908068101
100893,908068,908068109
101063,170032,170032
101063,170032,170032809
101199,910331,910331107
101199,910331,910331305
101265,910637,91063713
101382,902708,902708188
101382,902788,902788108
101507,902952,902952100
101542,911596,911596104
101594,911805,911805307
101640,911920,911920101
101640,911920,911920106
101771,912605,912605100
101771,912605,912605102
101778,565849,565849106
101778,902095,902095
101778,90336X,90336X103
101778,90337T,90337T101
101788,912707,912707205
101829,75513E,75513E101
101829,913017,913017101
101829,913017,913017109
101830,852061,852061100
101909,422347,422347164
101911,913283,913283197
101984,256159,256159104
101984,913483,913483103
102037,913456,913456109
102109,913821,913821302
102198,204512,204512107
102379,552676,55267610
102379,903236,903236101
102379,903236,903236107
102426,101507,101507101
102499,373691,373691104
102588,835637,835637109
102710,920062,920062100
102710,920062,920062106
102729,920253,920253101
102752,918284,91828410
102909,92204A,92204A405
102909,922908,922908595
102993,922126,922126107
103071,922248,922248101
103071,922248,922248109
103145,922417,922417100
103145,922417,922417101
103341,747399,747399103
103379,918204,918204108
103657,92861K,92861K100
103730,928298,928298
103730,928298,928298108
103872,928703,928703101
103884,466096,466096104
103884,928753,92875311
104030,929794,929794105
104174,931154,931154108
104348,932270,932270101
104519,93369N,93369N109
104599,172737,17273706
104599,172737,172737108
104669,934488,934488107
104777,936750,936750108
104819,938837,938837606
104889,939640,939640108
104894,939653,939653101
104918,05379B,05379B107
105006,942486,942486101
105016,486250,48625010
105076,943315,943315101
105096,944124,94412410
105096,944124,944124101
105132,929236,929236107
105189,947423,947423109
105418,948849,948849100
105418,948849,948849104
105532,949476,949476105
105608,949765,949765101
105634,29084Q,29084Q100
105668,950590,950590109
105770,953348,953348101
105770,955306,955306105
106015,94973G,94973G100
106015,958043,958043400
106015,958043,958043401
106015,958043,958043408
106040,958102,958102105
106455,960878,960878100
106455,960878,960878106
106455,960878,960878304
106498,961548,961548107
106618,029248,029248409
106618,929248,929248101
106618,929248,929248102
106618,929248,929248128
106618,929248,929248201
106618,929248,929248409
106640,963320,963320101
106640,963320,963320106
106752,29409K,29409K101
106945,966680,966680407
107140,968223,968223201
107140,968223,968223205
107140,968223,968223206
107189,969133,969133107
107263,969457,969457100
107263,969457,969457101
107454,971889,971889100
107681,974280,974280307
107687,974637,974637100
107833,976843,976843801
107889,977381,97738103
107889,977385,977385101
108079,977865,977865101
108215,979438,979438101
108215,979438,979438108
108385,981419,981419104
108516,981811,981811
108516,981811,98181110
108516,981811,981811101
108516,981811,981811102
108683,983051,983051103
108721,983195,983195101
108772,984121,984121103
109156,988858,988858106
109177,989070,989070503
109177,989070,989070602
